MapPinId,MapPinName,MapPinDescription,Lat,long,TwitterHandle,Address,Website,Instagram,Facebook,IsPublished
124535,Murray Reservoir Boat Launch Facility,"<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(619) 668-2050</span><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Rentals</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""></span></div>",32.78555596,-117.0413735,NULL,"Murray Reservoir Boat Launch Facility,Kiowa Drive,San Diego,92101",http://www.sandiego.gov/water/recreation/murray.shtml,NULL,NULL,1
124536,Murray Reservoir Recreation Area (City of San Diego),"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(619) 668-2050</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",32.78524302,-117.0390178,NULL,"Murray Reservoir Recreation Area (City of San Diego),5540 Kiowa Dr,San Diego,92101",http://www.sandiego.gov/water/recreation/murray.shtml,NULL,NULL,1
124537,Napa Sea Ranch,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(707) 252-2799</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Oil Disposal</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Convenience Store</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fish Cleaning</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Washdown Area</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Launch Ramps Lanes Usable at One Time</span><span style=""font-weight: normal;"">: 3</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span><span style=""font-weight: normal;"">: 500</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Boarding Floats</span><span style=""font-weight: normal;"">: 2</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Dry Storage Capacity</span><span style=""font-weight: normal;"">: 25</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Minimum Boat Length</span><span style=""font-weight: normal;"">: 12 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Maximum Boat Length</span><span style=""font-weight: normal;"">: 180 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; box-sizing: border-box;"">pubinfo@parks.ca.gov</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div>",38.22401727,-122.3093936,NULL,"Napa Sea Ranch,3333 Cuttings Wharf Road,Napa,94559",NULL,NULL,NULL,1
124538,Napa Valley Marina,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(707) 252-8011</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Sewage or Bilge Pumpout</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Shore Boat Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Rentals</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Convenience Store</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Haulout or Boat Repair</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Gear Lockers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Transient Berths or Tie Ups</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Water on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Electric on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Phone Service on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Launch Ramps Lanes Useable at One Time: 2</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Parking Spaces for Cars with Trailers: 20</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Boarding Floats: 2</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Dry Storage Capacity: 250</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 20ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 80ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Total Capacity for Slips or Tie Ups: 200</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",38.22120735,-122.3129181,NULL,"Napa Valley Marina,1200 Milton Road,Napa,94559",http://www.napavalleymarina.com/,NULL,NULL,1
124539,National City (Pepper Park Ramp),"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(619) 686-6200</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",32.64969384,-117.1110929,NULL,"National City (Pepper Park Ramp),Tidelands Avenue (at 32nd Street)Foot of Goesno Place,National City,92101",http://www.portofsandiego.org,NULL,NULL,1
124540,Needles Marina,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(760) 326-2197</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Convenience Store</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Swimming Area</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Laundry</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Launch Ramps Lanes Useable at One Time: 3</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Parking Spaces for Cars with Trailers: 84</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""># of Boarding Floats: 1</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Dry Storage Capacity: 100</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Minimum Boat Length: 5ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Maximum Boat Length: 28ft</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",34.84827649,-114.6044436,NULL,"Needles Marina,100 Marina Drive,Needles,92363",http://www.needlesmarinapark.com/,NULL,NULL,1
124541,Neptune Marina,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(310) 823-4555&nbsp;</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Water on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Electric on Dock</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Minimum Boat Length</span><span style=""font-weight: normal;"">: 24 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Maximum Boat Length</span><span style=""font-weight: normal;"">: 40 ft</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Total Capacity for Slips or Tie Ups</span><span style=""font-weight: normal;"">: 184</span></div><div style=""""><span style=""font-weight: bold;"">Covered Slip or </span><span style=""font-weight: 700;"">Tie-up</span><span style=""font-weight: bold;"">&nbsp;Total Capacity</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">: 184</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",33.9763057,-118.4566306,NULL,"Neptune Marina,14126 Marquesas Way,Marina Del Rey,90292",NULL,NULL,NULL,1
124542,New Anchor Marina,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(925) 684-9148&nbsp;</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Sewage or Bilge Pumpout</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Boat Rentals</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Convenience Store</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fishing Tackle Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Ice Vending</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Dry Storage Capacity</span><span style=""font-weight: normal;"">: 100</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;"">Total Capacity for Slips or Tie Ups</span><span style=""font-weight: normal;"">: 67</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",38.02504338,-121.6587486,NULL,"New Anchor Marina,1970 Taylor Road,Bethel Island,94511",NULL,NULL,NULL,1
124543,New Bridge Marina,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;"">Phone:</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">&nbsp;(925) 757-1500&nbsp;</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fuel Sales</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Haulout or Boat Repair</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Total Capacity for Slips or Tie Ups: 185</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Covered Slip or Tieup Total Capacity: 185</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",38.01835884,-121.7529671,NULL,"New Bridge Marina,6325 Bridgehead Road,Antioch,94509",http://www.newbridgemarina.com,NULL,NULL,1
124544,New Hogan Lake,"<p><span style=""font-weight: bold; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Phone:</span><span style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">&nbsp;(</span><span style=""font-weight: 400; font-style: normal; font-size: 11pt; font-family: Calibri, sans-serif; line-height: 15.6933px;"">209) 772-1343</span><br></p><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a></div>",38.1745443,-120.8067465,NULL,"New Hogan Lake,2713 Hogan Dam Road,Valley Springs,95252",https://corpslakes.erdc.dren.mil/visitors/projects.cfm?ID=L212390,NULL,NULL,1
124545,New Hogan Lake (Acorn Launch Ramp),"<span style=""font-weight: bold; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">Phone:</span><span style=""font-weight: normal; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">&nbsp;(</span><span style=""font-weight: 400; font-style: normal; font-size: 11pt; font-family: Calibri, sans-serif; line-height: 15.6933px;"">209) 772-1343</span><br><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><span style=""font-size: 13px; font-weight: bold;"">Services:</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Restrooms</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Showers</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Carry Down Walkways</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Launching Valet Services</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Campsites</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Swimming Area</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Fish Cleaning</div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;"">Phone Service on Dock<br><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Launch Ramps Lanes Useable at One Time</span><span style=""font-weight: normal;"">: 4</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span><span style=""font-weight: normal;"">: 250</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal;""><span style=""font-weight: bold;""># of Boarding Floats</span><span style=""font-weight: normal;"">: 3</span></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: normal;""><br></div><div>To report any incorrect information about a facility, please email&nbsp;<a style=""box-sizing: border-box;"" href=""mailto:pubinfo@parks.ca.gov""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a>.<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: bold;""></span></div>",38.1744518,-120.7956887,NULL,"New Hogan Lake (Acorn Launch Ramp),2713 Hogan Dam Road,Valley Springs,95252",https://corpslakes.erdc.dren.mil/visitors/projects.cfm?ID=L212390,NULL,NULL,1
